"Naranja", 10.15, 800
"Cereza", 999.81, 190
"Acelga", 18.21, 936
"Zanahoria", 39.90, 498
"Sandia", 62.76, 900
"Lima", 1023.67, 236
"Rabanito", 228.03, 267
"TomCherry", 558.65, 228
"Ajo", 882.57, 116
"Kinoto", 31.90, 216
"Mandarina", 16.99, 1020
"Sandia", 66.24, 954
"Brocoli", 337.72, 332
"Zuccini", 83.54, 534
"Batata", 18.48, 930
"TomCherry", 524.24, 236
"Tomate", 754.98, 810
"Mandarina", 11.04, 1080
"Choclo", 65.86, 258
"Melon", 81.60, 408
"Naranja", 17.61, 1030
"Pera", 156.94, 950
"Lima", 1018.34, 208
"Banana", 56.57, 940
"Lima", 1389.27, 214
"Zanahoria", 42.11, 696
"Manzana", 147.98, 1100
"Frutilla", 304.28, 345
"Kiwi", 442.57, 404
"Lima", 1282.84, 188
"Acelga", 22.37, 1017
"Pepino", 38.33, 515
"Naranja", 10.95, 860
"TomCherry", 546.02, 178
"Durazno", 273.35, 848
"Repollo", 2.86, 728
"Sandia", 62.74, 918
"Apio", 65.80, 282
"Apio", 70.28, 345
"Zuccini", 87.13, 576
"Acelga", 17.85, 864
"Champignon", 3544.18, 105
"Zuccini", 79.29, 606
"Durazno", 147.42, 768
"Champignon", 3445.29, 96
"Berenjena", 51.29, 570
"Rabanito", 189.59, 357
"Brocoli", 349.02, 412
"TomCherry", 583.91, 198
"Durazno", 140.89, 872
"Pera", 152.91, 800
"Pepino", 27.34, 440
"Pepino", 23.04, 465
"Banana", 65.32, 810
"Coliflor", 30.46, 500
"Lechuga", 55.21, 819
"Zanahoria", 39.45, 642
"TomCherry", 559.61, 202
"Mandarina", 15.84, 900
"Berenjena", 58.43, 612
"Frutilla", 308.26, 315
"Cereza", 1070.74, 182
"Durazno", 147.59, 880
"Sandia", 61.42, 936
"Ciruela", 949.85, 855
"Lima", 1422.30, 182
"Alcachofa", 144.37, 240
"Rabanito", 205.25, 327
"Lima", 1035.07, 176
"TomCherry", 584.48, 162
"Mandarina", 9.90, 1160
"Batata", 20.94, 970
"Mandarina", 19.31, 820
"Limon", 308.63, 756
"Berenjena", 60.87, 480
"Durazno", 152.33, 960
"Frutilla", 300.03, 261
"Lima", 1264.94, 188
"Berenjena", 61.94, 564
"Choclo", 42.57, 351
"Rabanito", 234.30, 246
"Esparrago", 676.62, 230
"Champignon", 3690.90, 99
"Brocoli", 356.88, 332
"Apio", 66.74, 309
"Brocoli", 369.69, 448
"Banana", 69.01, 920
"Acelga", 24.71, 1017
"Pera", 165.63, 1030
"Batata", 17.25, 1170
"Frambuesa", 2032.05, 113
"Palta", 1183.18, 408
"Uva", 694.21, 255
"Naranja", 14.57, 990
"Durazno", 242.90, 944
"Morron", 2953.37, 504
"Morron", 3011.86, 576
"Pepino", 38.18, 550
"Morron", 2858.92, 504
"Pepino", 39.30, 590
"Lechuga", 43.43, 747
"Brocoli", 376.31, 336
"Zanahoria", 38.01, 564
"Apio", 57.57, 297
"Sandia", 62.80, 1062
"Lima", 1217.11, 236
"Lima", 1050.02, 162
"Acelga", 23.51, 729
"Coliflor", 28.70, 460
"Cebolla", 70.51, 832
"Cebolla", 79.49, 728
"Cereza", 1017.58, 196
"Tomate", 776.49, 864
"Brocoli", 385.22, 428
"Melon", 106.55, 424
"Durazno", 149.05, 880
"Papa", 15.14, 1140
"Brocoli", 326.37, 340
"Banana", 71.62, 1050
"Naranja", 17.12, 960
"Durazno", 162.46, 672
"Ciruela", 1002.25, 792
"Mandarina", 16.21, 830
"Acelga", 19.02, 810
"Mandarina", 23.14, 860
"Banana", 59.67, 800
"Naranja", 10.70, 930
"Zuccini", 82.60, 600
"Lima", 1222.93, 162
"Melon", 118.45, 400
"Coliflor", 23.98, 465
"Champignon", 3571.88, 116
"Rabanito", 216.73, 273
"Repollo", 6.14, 721
"Acelga", 20.47, 783
"Melon", 98.53, 324
"Repollo", 5.33, 623
"Caqui", 836.97, 109
"Lima", 1355.89, 218
"Durazno", 168.64, 688
"Calabaza", 22.24, 688
"Esparrago", 635.64, 212
"Brocoli", 345.47, 444
"Limon", 323.56, 616
"Naranja", 21.71, 870
"Frutilla", 277.28, 321
"Pera", 143.65, 820
"Manzana", 132.08, 1080
"Esparrago", 624.28, 164
"Limon", 297.49, 616
"Alcachofa", 145.87, 255
"Batata", 23.73, 1010
"TomCherry", 537.53, 220
"Zanahoria", 37.13, 642
"Naranja", 13.29, 1070
"Coliflor", 32.84, 485
"Durazno", 288.87, 888
"Cereza", 1015.22, 188
"Higo", 2448.10, 100
"Papa", 25.26, 1010
"Repollo", 12.17, 658
"Coliflor", 27.53, 575
"Champignon", 3651.81, 118
"Lima", 1024.55, 238
"Palta", 486.52, 535
"Zuccini", 99.92, 552
"Kinoto", 35.17, 228
"Palta", 469.24, 565
"Esparrago", 561.09, 220
"Palta", 488.29, 570
"Palta", 1132.63, 432
"Zuccini", 90.69, 588
"Alcachofa", 124.16, 255
"Choclo", 54.48, 300
"Ajo", 899.59, 113
"Tomate", 776.64, 981
"Ciruela", 936.52, 783
"Higo", 2474.57, 91
"Caqui", 815.08, 86
"Cereza", 1043.75, 206
"Limon", 283.14, 805
"Uva", 740.11, 333
"Palta", 1090.55, 360
"Frambuesa", 2063.94, 109
"Melon", 109.26, 428
"Cebolla", 43.58, 736
"Brocoli", 357.48, 424
"Apio", 55.25, 333
"Frambuesa", 1993.41, 96
"Frutilla", 279.65, 273
"Cereza", 1011.09, 226
"Ciruela", 990.62, 720
"Cereza", 1089.55, 186
"Ciruela", 986.20, 981
"TomCherry", 527.75, 204
"Frutilla", 303.24, 282
"Palta", 495.19, 500
"Tomate", 734.18, 1026
"Coliflor", 33.19, 455
"Limon", 303.86, 679
"Pomelo", 53.83, 810
"Banana", 63.22, 820
"Lima", 1164.33, 176
"Choclo", 47.84, 297
"Apio", 42.90, 261
"Champignon", 3625.97, 97
"Naranja", 15.06, 1160
"Coliflor", 28.84, 435
"Limon", 347.15, 567
"Durazno", 128.31, 784
"Pomelo", 38.32, 855
"Tomate", 722.10, 882
"Brocoli", 347.46, 436
"Lechuga", 41.66, 963
"Papa", 13.38, 1120
"Ajo", 890.49, 88
"Pomelo", 49.08, 1044
"Mandarina", 16.26, 870
"Durazno", 156.89, 944
"Kiwi", 392.44, 436
"Durazno", 241.57, 728
"Ciruela", 970.17, 1017
"Calabaza", 16.18, 904
"Ciruela", 954.76, 918
"Calabaza", 26.97, 704
"Acelga", 10.31, 1017
"Rabanito", 254.26, 351
"Lechuga", 35.25, 999
"Apio", 58.37, 342
"Manzana", 129.80, 1060
"Ajo", 901.56, 117
"Manzana", 151.33, 830
"Kiwi", 417.71, 444
"Calabaza", 8.52, 672
"Repollo", 4.45, 784
"Kiwi", 415.04, 448
"Pera", 140.57, 960
"Kiwi", 446.16, 324
"Palta", 516.77, 475
"Tomate", 766.81, 990
"Choclo", 55.85, 336
"Tomate", 765.20, 882
"Lima", 1260.15, 202
"Mandarina", 25.33, 1110
"Kinoto", 34.24, 224
"Zanahoria", 30.16, 552
"Batata", 20.43, 830
"Manzana", 139.34, 900
"Zanahoria", 41.71, 594
"Calabaza", 19.07, 856
"Kiwi", 420.66, 324
"Lima", 1284.61, 208
"Frutilla", 272.90, 360
"Morron", 2893.83, 630
"Frambuesa", 2076.60, 92
"Lima", 1264.68, 236
"Choclo", 60.62, 279
"Pomelo", 42.48, 855
"Frutilla", 268.12, 267
"Kiwi", 458.85, 420
"Lechuga", 44.20, 1080
"Repollo", 7.11, 819
"Tomate", 687.41, 828
"Palta", 1136.88, 424
"Frambuesa", 2033.05, 120
"Durazno", 151.85, 888
"Palta", 481.32, 410
"Higo", 2506.11, 113
